Vowel Ending,Number / ਵਚਨ,Grammar / ਵਯਾਕਰਣ,Gender / ਲਿੰਗ,Word Root,Type,Evaluation,Reference Verse,Darpan Translation,Darpan Meaning,ChatGPT Commentry,Word Index,Row State
ੇ,Singular / ਇਕ,Locative ਅਧਿਕਰਣ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ੇ,Singular / ਇਕ,Vocative ਸੰਬੋਧਨ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ੇ,Plural / ਬਹੁ,Nominative ਕਰਤਾ,Masculine / ਪੁਲਿੰਗ,ਕਨਾੱ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ੇ,Singular / ਇਕ,Accusative ਕਰਮ,Masculine / ਪੁਲਿੰਗ,ਕਨਾੱ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ੇ,Plural / ਬਹੁ,Accusative ਕਰਮ,Masculine / ਪੁਲਿੰਗ,ਕਨਾੱ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ੇ,Singular / ਇਕ,Dative ਸੰਪ੍ਦਾਨ,Masculine / ਪੁਲਿੰਗ,ਕਨਾੱ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ੇ,Singular / ਇਕ,Genitive ਸੰਬੰਧ,Masculine / ਪੁਲਿੰਗ,ਕਨਾੱ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ੇ,Singular / ਇਕ,Locative ਅਧਿਕਰਣ,Masculine / ਪੁਲਿੰਗ,ਕਨਾੱ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ੇ,Singular / ਇਕ,Locative ਅਧਿਕਰਣ,Feminine / ਇਸਤਰੀ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ੇ,Singular / ਇਕ,Vocative ਸੰਬੋਧਨ,Feminine / ਇਸਤਰੀ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ੇ,Plural / ਬਹੁ,Qualitative ਗੁਣ,Trans / ਨਪੁਂਸਕ,ਕਨਾੱ Ending,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ੇ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ੇ,Plural / ਬਹੁ,Past ਭੁਤ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ੇ,Plural / ਬਹੁ,Past ਭੁਤ,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ੇ,Plural / ਬਹੁ,Past ਭੁਤ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ੇ,Plural / ਬਹੁ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ੇ,Plural / ਬਹੁ,Past ਭੁਤ (Participle form),Masculine / ਪੁਲਿੰਗ,,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ੇ,Singular / ਇਕ,Accusative ਕਰਮ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ੇ,Singular / ਇਕ,Ablative ਅਪਾਦਾਨ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ੇ,Singular / ਇਕ,Genitive ਸੰਬੰਧ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ੇਉ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ੇਇ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ੇਈ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ੇਸੀ,Singular / ਇਕ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ੇਹਿ,Plural / ਬਹੁ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ੇਹੀ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ੇਹੁ,Plural / ਬਹੁ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ੇਂਦੀ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ੇਨਿ,Plural / ਬਹੁ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ੈ,Singular / ਇਕ,Accusative ਕਰਮ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ੈ,Singular / ਇਕ,Dative ਸੰਪ੍ਦਾਨ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ੈ,Singular / ਇਕ,Genitive ਸੰਬੰਧ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ੈ,Singular / ਇਕ,Locative ਅਧਿਕਰਣ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ੈ,Singular / ਇਕ,Nominative ਕਰਤਾ,Masculine / ਪੁਲਿੰਗ,ਕਨਾੱ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ੈ,Singular / ਇਕ,Instrumental ਕਰਣ,Masculine / ਪੁਲਿੰਗ,ਕਨਾੱ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ੈ,Singular / ਇਕ,Locative ਅਧਿਕਰਣ,Masculine / ਪੁਲਿੰਗ,ਕਨਾੱ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ੈ,Singular / ਇਕ,Instrumental ਕਰਣ,Feminine / ਇਸਤਰੀ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ੈ,Singular / ਇਕ,Locative ਅਧਿਕਰਣ,Feminine / ਇਸਤਰੀ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ੈ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ੈ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ੈ,Plural / ਬਹੁ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ੈ,Singular / ਇਕ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ੈ ਹਉ,Singular / ਇਕ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ੋ,Singular / ਇਕ,Nominative ਕਰਤਾ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ੋ,Singular / ਇਕ,Accusative ਕਰਮ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ੋ,Singular / ਇਕ,Nominative ਕਰਤਾ,Masculine / ਪੁਲਿੰਗ,ਕਨਾੱ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ੋ,Singular / ਇਕ,Qualitative ਗੁਣ,Masculine / ਪੁਲਿੰਗ,ੋ Ending,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ੋ,Singular / ਇਕ,Past ਭੁਤ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ੌ,Singular / ਇਕ,Ablative ਅਪਾਦਾਨ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ੌ,Plural / ਬਹੁ,Vocative ਸੰਬੋਧਨ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ੌ,Singular / ਇਕ,Ablative ਅਪਾਦਾਨ,Feminine / ਇਸਤਰੀ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ੌ,Singular / ਇਕ,Qualitative ਗੁਣ,Masculine / ਪੁਲਿੰਗ,ੌ Ending,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
(ਹੋਰ) ਕੇਤੀ,Singular / ਇਕ,Nominative ਕਰਤਾ,Feminine / ਇਸਤਰੀ,Indefinite / ਅਨਿਸਚੇ ਵਾਚਕ,Pronoun / ਪੜਨਾਂਵ,Predefined,,,,,,
Followed by ਨਮਹ,Singular / ਇਕ,Dative ਸੰਪ੍ਦਾਨ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਉ,Singular / ਇਕ,Ablative ਅਪਾਦਾਨ,Masculine / ਪੁਲਿੰਗ,ਮੁਕਤਾ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਉ,Singular / ਇਕ,Accusative ਕਰਮ,Masculine / ਪੁਲਿੰਗ,ਕਨਾੱ Ending,Noun / ਨਾਂਵ,Predefined,,,,,,
ਉ,Singular / ਇਕ,Qualitative ਗੁਣ,Masculine / ਪੁਲਿੰਗ,ੁ Ending,Adjectives / ਵਿਸ਼ੇਸ਼ਣ,Predefined,,,,,,
ਉ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਉ,Singular / ਇਕ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਉ,Singular / ਇਕ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਉ,Singular / ਇਕ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਉਸੁ,Singular / ਇਕ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਉਹੁ,Singular / ਇਕ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਉਗਾ,Singular / ਇਕ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਉਗੀ,Singular / ਇਕ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਉਗੋ,Singular / ਇਕ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਊ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਊ,Singular / ਇਕ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਊ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Masculine / ਪੁਲਿੰਗ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਓ,Singular / ਇਕ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਅਉ,Singular / ਇਕ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਅਉ,Singular / ਇਕ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਅਨੁ,Singular / ਇਕ,Past ਭੁਤ,Feminine / ਇਸਤਰੀ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਅਨੁ,Plural / ਬਹੁ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਆ,Singular / ਇਕ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਆਉ,Singular / ਇਕ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਆਉ,Singular / ਇਕ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਆਈ,Singular / ਇਕ,Past ਭੁਤ,Feminine / ਇਸਤਰੀ,,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਆਈ,Singular / ਇਕ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਆਈ,,Participle ਕਿਰਦੰਤ,Trans / ਨਪੁਂਸਕ,Indeclinable Past ਪੁਰਬ ਪੁਰਨ/ਕਾਰਜ ਕਾਰਨ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਆਏ,,Participle ਕਿਰਦੰਤ,Trans / ਨਪੁਂਸਕ,Indeclinable Past ਪੁਰਬ ਪੁਰਨ/ਕਾਰਜ ਕਾਰਨ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਆਹਿ,Singular / ਇਕ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਇ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਇ,Singular / ਇਕ,Pronominal Suffixes ਾ End,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਇਓ,Singular / ਇਕ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਇਅਉ,Singular / ਇਕ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਇਆ,Singular / ਇਕ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਇਹਿ,Singular / ਇਕ,Causative ਪੇ੍ਰਣਾਰਥਕ,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਇਦਾ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਇਦਾ,Singular / ਇਕ,Causative ਪੇ੍ਰਣਾਰਥਕ,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਇਦਾ,Singular / ਇਕ,Causative ਪੇ੍ਰਣਾਰਥਕ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਇਦੀ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਇਦੇ,Plural / ਬਹੁ,Causative ਪੇ੍ਰਣਾਰਥਕ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਇਨਿ,Plural / ਬਹੁ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਇਨਿ,Plural / ਬਹੁ,Causative ਪੇ੍ਰਣਾਰਥਕ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਈ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਈ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਈ,Singular / ਇਕ,Past ਭੁਤ,Feminine / ਇਸਤਰੀ,,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਈ,Singular / ਇਕ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਈ,Singular / ਇਕ,Pronominal Suffixes ਾ End,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਈਂ,Plural / ਬਹੁ,Past ਭੁਤ,Feminine / ਇਸਤਰੀ,,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਈਂਆ,Plural / ਬਹੁ,Past ਭੁਤ,Feminine / ਇਸਤਰੀ,,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਈਐ,Singular / ਇਕ,Causative ਪੇ੍ਰਣਾਰਥਕ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਈਲੇ,Singular / ਇਕ,Passive ਕਰਮਣੀ PAST,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਏ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਏ,Plural / ਬਹੁ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਏ,Singular / ਇਕ,Causative ਪੇ੍ਰਣਾਰਥਕ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਸਹ,Plural / ਬਹੁ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਸਹਿ,Singular / ਇਕ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਸਹੁ,Singular / ਇਕ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਸਹੁ,Singular / ਇਕ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਸਾ,Singular / ਇਕ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਸਾ,Singular / ਇਕ,Auxiliary ਅਪੁਰਨ Past,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਸਿ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਸਿ,Singular / ਇਕ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਸਿ,Plural / ਬਹੁ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਸਿ,Singular / ਇਕ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਸਿ,Singular / ਇਕ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਸਿਆ,Singular / ਇਕ,Auxiliary ਅਪੁਰਨ Past,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਸੀ,Singular / ਇਕ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਸੀ,Singular / ਇਕ,Future ਭਵਿੱਖਤ,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਸੀ,Singular / ਇਕ,Auxiliary ਅਪੁਰਨ Past,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਸੀਓ,Singular / ਇਕ,Auxiliary ਅਪੁਰਨ Past,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਸੀਆ,Plural / ਬਹੁ,Auxiliary ਅਪੁਰਨ Past,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਸੁ,Singular / ਇਕ,Pronominal Suffixes ਾ End,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਸੁ,Singular / ਇਕ,Past ਭੁਤ,Masculine / ਪੁਲਿੰਗ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਸੇ,Plural / ਬਹੁ,Auxiliary ਅਪੁਰਨ Past,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਸੇ,Plural / ਬਹੁ,Auxiliary ਅਪੁਰਨ Past,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਸੋ,Singular / ਇਕ,Auxiliary ਅਪੁਰਨ Past,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਸੋਉ,Singular / ਇਕ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਸੋਉ,Singular / ਇਕ,Future ਭਵਿੱਖਤ (Imperative ਆਗਿਆ ਬੋਧਕ),Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਹ,Plural / ਬਹੁ,Present ਵਰਤਮਾਨ,Trans / ਨਪੁਂਸਕ,1st Person / ਉੱਤਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਹਉ,Plural / ਬਹੁ,Auxiliary ਅਪੁਰਨ Present,Trans / ਨਪੁਂਸਕ,2nd Person / ਮਧਮ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
ਹਹਿ,Plural / ਬਹੁ,Auxiliary ਅਪੁਰਨ Present,Trans / ਨਪੁਂਸਕ,3rd Person / ਅਨਯ ਪੁਰਖ,Verb / ਕਿਰਿਆ,Predefined,,,,,,
