Word,Meanings
ਅਖਰ ਦੁਇ,"['ਦੋ ਹੀ ਗੱਲਾਂ', 'ਦੋਵੇਂ ਲਫ਼ਜ਼', 'ਇਕ ਨਿੱਕੀ ਜਿਹੀ ਗੱਲ', 'ਦੋਵੇਂ ਅੱਖਰ']"
ਅਖਰ ਮਹਿ,['ਹੁਕਮ ਵਿਚ']
ਅਖਰ ਹੈ,"['ਹੁਕਮ ਦਾ ਪਸਾਰਾ ਹੈ', 'ਅੱਖਰ ਦਾ ਹੈ']"
ਅਖਰਾ ਸਿਰਿ,['ਅੱਖਰਾਂ ਦੀ ਰਾਹੀਂ ਹੀ']
ਅਖਰੀ,"['ਅੱਖਰਾਂ ਦੀ ਰਾਹੀਂ', 'ਅੱਖਰਾਂ ਵਾਲੀ', 'ਅੱਖਰਾਂ ਦੀ ਰਾਹੀਂ ਹੀ']"
ਅਖਰੁ,"['ਅਬਿਨਾਸੀ ਪ੍ਰਭੂ', 'ਬਚਨ', 'ਨਿਆਂ ਦਾ ਬਚਨ', 'ਸਿੱਖਿਆ', 'ਨਾਸ-ਰਹਿਤ', 'ਸ਼ਬਦ', 'ਉਪਦੇਸ਼', 'ਅਵਿਨਾਸ਼ੀ ਪ੍ਰਭੂ', 'ਪ੍ਰਭੂ ਦਾ ਹੁਕਮ']"
ਅਖਰੁ ਏਕੁ,['ਇੱਕ ਪ੍ਰਭੂ ਨੂੰ ਜੋ ਨਾਸ-ਰਹਿਤ ਹੈ']
ਅਖਲੀ,['ਲਮ-ਢੀਂਗ']
ਅਖਾਦਿ,['ਨਾਹ ਖਾਣ ਵਾਲੀ ਚੀਜ਼']
ਅਖਾਦ੍ਯ੍ਯਿ,['ਨਾਹ ਖਾਣ-ਜੋਗ']
ਅਖਾਧਿ,['ਉਹ ਚੀਜ਼ਾਂ ਜੋ ਖਾਣੀਆਂ ਨਹੀਂ ਚਾਹੀਦੀਆਂ']
ਅਖਾਰਾ,"['ਤਮਾਸ਼ਾ', 'ਅਖਾੜਾ', 'ਜਗਤ-ਅਖਾੜਾ']"
ਅਖਾਰੇ,"['ਪਹਿਲਵਾਨਾਂ ਦੇ ਘੁਲਣ ਦੇ ਪਿੜ', 'ਅਖਾੜੇ', 'ਜਗਤ-ਅਖਾੜੇ', 'ਇਕੱਠ']"
ਅਖਾੜਾ,"['ਜਿਥੇ ਪਹਿਲਵਾਨ ਕੁਸ਼ਤੀਆਂ ਕਰਦੇ ਹਨ', 'ਪਿੜ', 'ਸੰਸਾਰ-ਅਖਾੜਾ ਜਿਥੇ ਕਾਮਾਦਿਕ ਵਿਕਾਰਾਂ ਨਾਲ ਸਦਾ ਘੋਲ ਹੋ ਰਿਹਾ ਹੈ']"
ਅਖਾੜੈ,['ਹਾੜ ਵਿਚ']
ਅਖਿਓ,"['‘ਅਖਿਉ’ ਤੋਂ {ਜੋ ਫ਼ਰਕ ‘ ੁ ’ ਤੇ ‘  ੋ ’ ਵਿਚ ਹੈ, ਉਹੀ ਫ਼ਰਕ ਅਤੇ ਵਿਚ ਹੈ}']"
ਅਖੀ,"['ਅੱਖੀਂ', 'ਅੱਖਾਂ ਨਾਲ', 'ਅੱਖਾਂ']"
ਅਖੀ ਪਰਣੈ,['ਅੱਖਾਂ ਦੇ ਭਾਰ']
ਅਖੀ ਮੀਟਿ ਚਲਿਆ,['ਅੱਖਾਂ ਬੰਦ ਕਰ ਕੇ ਹੀ ਤੁਰਦਾ ਰਿਹਾ']
ਅਖੀ ਵੇਖਾ,['ਮੈਂ ਅੱਖਾਂ ਨਾਲ ਵੇਖ ਸਕਦਾ ਹਾਂ']
ਅਖੀਅਨ ਕਉ,['ਅੱਖਾਂ ਨੂੰ']
ਅਖੁਟ,"['ਕਦੇ ਨਾਹ ਮੁੱਕਣ ਵਾਲੇ', 'ਨਾਹ ਮੁੱਕਣ ਵਾਲੇ']"
ਅਖੁਟੀ ਜਾਂਹੀ,['ਖੁੰਝੇ ਜਾ ਰਹੇ ਹਨ']
ਅਖੁਟੁ,"['ਅਮੁੱਕ', 'ਨਾਹ ਮੁੱਕਣ ਵਾਲਾ', 'ਕਦੇ ਨਾਹ ਮੁੱਕਣ ਵਾਲਾ']"
ਅਖੁੱਟ,['ਨਾਹ ਮੁੱਕਣ ਵਾਲੇ']
ਅਖੂਟ,"['ਕਦੇ ਨਾਂਹ ਮੁੱਕਣ ਵਾਲੀ', 'ਨਾਹ ਮੁੱਕਣ ਵਾਲੇ']"
ਅਖੂਟਾ,['ਅਖੁੱਟ']
ਅਖੂਟੁ,['ਕਦੇ ਨਾਹ ਮੁੱਕਣ ਵਾਲਾ']
ਅਖੈ,['{ਅ-ਖੈ} ਨਾਸ-ਰਹਿਤ']
ਅਖੈ ਨਿਧਿ,['ਨਾਹ ਨਾਸ ਹੋਣ ਵਾਲਾ ਖ਼ਜ਼ਾਨਾ']
ਅਖੋਟ,"['ਅਖੁੱਟ', 'ਅਮੁੱਕ', 'ਨਾਹ ਮੁੱਕਣ ਵਾਲੇ']"
ਅਖ੍ਯ੍ਯਉ,"['ਨਾਸ ਨਾਹ ਹੋਣ ਵਾਲਾ', 'ਸਦਾ ਕਾਇਮ']"
ਅਖੜੀਆ,['ਅੱਖਾਂ']
ਅਖੰਡ,"['ਸਦਾ', 'ਅਬਿਨਾਸੀ', 'ਅਵਿਨਾਸ਼ੀ', 'ਇਕ-ਰਸ', 'ਲਗਾਤਾਰ', 'ਅਤੁੱਟ', 'ਕਦੇ ਨਾਹ ਨਾਸ ਹੋਣ ਵਾਲਾ', 'ਅਟੁੱਟ', 'ਅਟੱਲ']"
ਅਖੰਡ ਮੰਡਲ,['ਅਵਿਨਾਸ਼ੀ ਟਿਕਾਣੇ ਵਾਲਾ']
ਅਖੰਡਲੀ,"['ਸਦਾ', 'ਇੱਕ-ਸਾਰ']"
ਅਗਛਮੀ,['ਨਾਹ ਨਾਸ ਹੋਣ ਵਾਲੀ']
ਅਗਣਤ,['ਅਣਗਿਣਤ']
ਅਗਣਤੁ,['ਜਿਸ ਦੇ ਗੁਣ ਗਿਣੇ ਨ ਜਾ ਸਕਣ']
ਅਗਥ,"['ਅਕੱਥ', 'ਜਿਸ ਦਾ ਸਰੂਪ ਬਿਆਨ ਨਾਹ ਕੀਤਾ ਜਾ ਸਕੇ', 'ਹੇ ਅਕੱਥ!']"
ਅਗਥਾ,['ਅਕੱਥ ਪ੍ਰਭੂ ਦਾ']
ਅਗਦੁ,"['ਅਕਦ', 'ਵਿਆਹ', 'ਨਕਾਹ']"
ਅਗਧਾ,"['ਅਗਾਧ', 'ਅਥਾਹ']"
ਅਗਨਈ,['ਅੱਗ']
ਅਗਨਤ,"['ਬੇਅੰਤ', 'ਜਿਸ ਦੇ ਗੁਣ ਗਿਣੇ ਨਾਹ ਜਾ ਸਕਣ', 'ਜੋ ਗਿਣੇ ਨਾਹ ਜਾ ਸਕਣ', '{ਅ-ਗਨਤ} ਜਿਸ ਦੇ ਗੁਣ ਗਿਣੇ ਨਹੀਂ ਜਾ ਸਕਦੇ', 'ਜੋ ਗਿਣੇ ਨਾ ਜਾ ਸਕਣ', 'ਅ-ਗਨਤ']"
ਅਗਨਤ ਰਾਸਿ,['ਅਣਗਿਣਤ ਪੂੰਜੀ']
ਅਗਨਤੁ,"['ਉਹ ਪਰਮਾਤਮਾ ਜਿਸ ਦੇ ਗੁਣ ਗਿਣੇ ਨਹੀਂ ਜਾ ਸਕਦੇ', '{ਅ-ਗਨਤੁ} ਲੇਖੇ ਤੋਂ ਪਰੇ']"
ਅਗਨਾਰਿ,['ਅੱਗ']
ਅਗਨਿ,"['ਲਾਲਚ ਦੀ ਅੱਗ', 'ਅੱਗ', 'ਤਾਂਘ-ਰੂਪ ਅੱਗ', 'ਪ੍ਰਭੂ ਨੂੰ ਮਿਲਣ ਦੀ ਅੱਗ', 'ਤ੍ਰਿਸ਼ਨਾ-ਅੱਗ', 'ਤਾਂਘ', 'ਤ੍ਰਿਸ਼ਨਾ ਦੀ ਅੱਗ', 'ਤਮੋ ਗੁਣ', 'ਤ੍ਰਿਸ਼ਨਾ-ਅੱਗ। ਹਉ ਹਉ,']"
ਅਗਨਿ ਕੁੰਟ,['ਅੱਗ ਦਾ ਕੁੰਡ']
ਅਗਨਿ ਕੁੰਡ,['ਅੱਗ ਦੇ ਕੁੰਡ ਵਿਚ']
ਅਗਨਿ ਕੇ ਲੂਠੇ,['ਹੇ ਅੱਗ ਨਾਲ ਸੜੇ ਹੋਏ']
ਅਗਨਿ ਕੋ ਸਾਗਰੁ,['ਅੱਗ ਦਾ ਸਮੁੰਦਰ']
ਅਗਨਿ ਤਲਾਉ,"['ਅੱਗ ਦਾ ਤਲਾਬ', 'ਜਠਰਾਗਨੀ ਦੀ ਘੁੰਮਣ-ਘੇਰੀ']"
ਅਗਨਿ ਬਿੰਬ,"['ਜਠਰਾਗਨੀ', 'ਮਾਂ ਦੇ ਪੇਟ ਦੀ ਅੱਗ']"
ਅਗਨਿ ਬ੍ਰਹਮੁ,"['ਰੱਬੀ ਜੋਤਿ', 'ਬ੍ਰਹਮ-ਅਗਨਿ']"
ਅਗਨਿ ਮਹਿ,"['ਅੱਗ ਵਿਚ', 'ਅੱਗ ਵਿਚ {ਨਿੰਦਾ ਕਰਨ ਵੇਲੇ ਨਿੰਦਕ ਦੇ ਆਪਣੇ ਅੰਦਰ ਈਰਖਾ ਦੀ ਅੱਗ ਬਲ ਰਹੀ ਹੁੰਦੀ ਹੈ}']"
ਅਗਨਿ ਸਾਗਰ,"['ਤ੍ਰਿਸ਼ਨਾ ਦੀ ਅੱਗ ਦਾ ਸਮੁੰਦਰ', 'ਅੱਗ ਦਾ ਸਮੁੰਦਰ']"
ਅਗਨਿ ਸਾਗਰੁ,['ਅੱਗ ਦਾ ਸਮੁੰਦਰ']
ਅਗਨਿ ਸੰਗਿ,"['ਅੱਗ ਵਿਚ', 'ਅੱਗ ਨਾਲ']"
ਅਗਨੀ,"['ਤਮੋ ਗੁਣ', 'ਅੱਗ', 'ਮਾਂ ਦੇ ਪੇਟ ਦੀ ਅੱਗ']"
ਅਗਨੀ ਖੇਡਹਿ ਵਿਡਾਣੀ,['ਅਗਨੀਆਂ ਜੋ ਅਚਰਜ ਖੇਡਾਂ ਖੇਡਦੀਆਂ ਹਨ']
ਅਗਨੀ ਪਾਇ,['ਅੱਗ ਪਾ ਕੇ']
ਅਗਨੇ ਮਾਹਿ,['ਅੱਗ ਵਿਚ']
ਅਗਮ,"['ਜਿਸ ਤਕ ਪਹੁੰਚ ਨ ਹੋ ਸਕੇ', 'ਜਿਸ ਤਕ ਪਹੁੰਚ ਨਾਹ ਹੋ ਸਕੇ', 'ਹੇ ਅਗੰਮ!', 'ਅਪਹੁੰਚ ਪ੍ਰਭੂ', 'ਪਹੁੰਚਿਆ ਨਾ ਜਾ ਸਕੇ', 'ਹੇ ਅਗਮ!', 'ਆਗਮ', 'ਜਿਸ ਪਰਮਾਤਮਾ ਤਕ ਪਹੁੰਚ ਨਹੀਂ', 'ਅਪਹੁੰਚ {ਗਮ: ਪਹੁੰਚ}', 'ਅਪਹੁੰਚ। ਅਗੋਚਰੁ ਜਿਸ ਤਕ ਗਿਆਨ-ਇੰਦ੍ਰਿਆਂ ਦੀ ਪਹੁੰਚ ਨਹੀਂ ਹੋ ਸਕਦੀ', 'ਹੇ ਅਪਹੁੰਚ ਪ੍ਰਭੂ!', 'ਜਿਸ ਤਕ ਪਹੁੰਚ ਨਾ ਹੋ ਸਕੇ', 'ਅ-ਗਮ {ਗਮ: ਪਹੁੰਚ} ਪਹੁੰਚ ਤੋਂ ਪਰੇ', 'ਜਿਸ ਤਾਈਂ ਪਹੁੰਚ ਨਾਹ ਹੋ ਸਕੇ', 'ਅੰਬੇ', 'ਅ-ਗਮ', 'ਅਪਹੁੰਚ', 'ਜਿਸ ਨੂੰ ਸਮਝਿਆ ਨ ਜਾ ਸਕੇ', 'ਹੇ ਅਪਹੁੰਚ!', 'ਅਪਹੁੰਚ ਰੱਬ', 'ਹੇ ਅਗਮ ਹਰੀ-ਰੂਪ ਸਤਿਗੁਰੂ!', 'ਸ਼ਾਸਤ੍ਰ', 'ਜਿਸ ਤਾਈਂ ਪਹੁੰਚ ਹੋਣੀ ਬੜੀ ਕਠਨ ਹੈ']"
ਅਗਮ ਅਪਾਰ ਨਾਮੁ,['ਅਪਹੁੰਚ ਬੇਅੰਤ ਪਰਮਾਤਮਾ ਦਾ ਨਾਮ']
ਅਗਮ ਅਪਾਰਾ ਵਸਤੁ,['ਅਪਹੁੰਚ ਤੇ ਬੇਅੰਤ ਹਰੀ ਦਾ ਨਾਮ-ਪਦਾਰਥ']
ਅਗਮ ਕਥਾ,['ਅਪਹੁੰਚ ਪ੍ਰਭੂ ਦੀ ਸਿਫ਼ਤਿ-ਸਾਲਾਹ']
ਅਗਮ ਗੁਨ ਨਿਧਾਨੁ,['ਬੇਅੰਤ ਗੁਣਾਂ ਦਾ ਖ਼ਜ਼ਾਨਾ']
ਅਗਮ ਗ੍ਯ੍ਯਾਨਿ,['ਅਗਮ ਹਰੀ ਦੇ ਗਿਆਨ ਨਾਲ']
ਅਗਮ ਜੈਸੇ,['ਕਠਨ ਜਿਹਾ']
ਅਗਮ ਨਿਗਮ,['ਵੇਦ ਸ਼ਾਸਤ੍ਰ']
ਅਗਮ ਨਿਗਮੁ,['ਸ਼ਾਸਤ੍ਰਾਂ ਵੇਦਾਂ ਦਾ ਤੱਤ']
ਅਗਮ ਬੀਚਾਰੋ,['ਅਪਹੁੰਚ ਪਰਮਾਤਮਾ ਬਾਰੇ ਵਿਚਾਰ ਦੀ ਗੱਲ']
ਅਗਮ ਰੂਪ,['ਅਪਹੁੰਚ ਹਸਤੀ ਵਾਲਾ']
ਅਗਮ ਰੂਪੁ,['ਉਹ ਪ੍ਰਭੂ ਜਿਸ ਦੇ ਸਰੂਪ ਦੀ ਸਹੀ ਸਮਝ ਨਹੀਂ ਪੈ ਸਕਦੀ']
ਅਗਮਪੁਰੇ,['ਅਪਹੁੰਚ ਨਗਰ ਵਿਚ']
ਅਗਮਾ,['ਅਪਹੁੰੰਚ']
ਅਗਮੁ,"['ਜਿਸ ਤਕ ਪਹੁੰਚ ਨਾ ਹੋ ਸਕੇ', 'ਜਿਸ ਤਕ ਪਹੁੰਚ ਨਾਹ ਹੋ ਸਕੇ', 'ਪਹੁੰਚ ਤੋਂ ਪਰੇ', 'ਅਪਹੁੰਚ ਪ੍ਰਭੂ', 'ਅ+ਗਮੁ', 'ਅ-ਗਮ', 'ਜਿਸ ਤਕ ਜਾਇਆ ਨ ਜਾ ਸਕੇ {ਗਮ: ਜਾਣਾ}', 'ਅਪਹੁੰਚ', 'ਉਹ ਪ੍ਰਭੂ ਜਿਸ ਤਕ ਮਨੁੱਖ ਦੀ ਅਕਲ ਦੀ ਪਹੁੰਚ ਨ ਹੋ ਸਕੇ']"
ਅਗਰ,['ਊਦ ਦੀ ਲੱਕੜੀ']
ਅਗਰਕ,"['ਮੁਸਾਹਬ', 'ਅੱਗੇ ਅੱਗੇ ਤੁਰਨ ਵਾਲੇ', 'ਚੌਧਰੀ']"
ਅਗਰਵਾਸੁ,['ਚੰਦਨ ਦੀ ਵਾਸ਼ਨਾ']
ਅਗਰਿ,"['ਊਦ ਦੀ ਸੁਗੰਧ-ਭਰੀ ਲੱਕੜੀ ਨਾਲ', 'ਅਗਰ ਨਾਲ', 'ਊਦ ਦੀ ਲਕੜੀ ਨਾਲ']"
ਅਗਲਾ,"['ਬਹੁਤਾ', 'ਬਹੁਤ', 'ਜੋ ਪਹਿਲਾਂ ਮਿਲਦਾ ਸੀ', 'ਵੱਡਾ', 'ਉੱਚਾ', 'ਪਹਿਲਾ']"
ਅਗਲਾ ਲਾਹਾ,['ਬਹੁਤ ਨਫ਼ਾ']
ਅਗਲੀ,"['ਬਹੁਤ', 'ਪਹਿਲੀ', 'ਅਗਾਂਹ ਵਰਤਣ ਵਾਲੀ', 'ਅਗਾਂਹ ਵਾਪਰਨ ਵਾਲੀ', 'ਬਹੁਤੀ']"
ਅਗਲੀਆ,['ਬਹੁਤ']
ਅਗਲੇ,"['ਆਪਣੇ ਵੱਡੇ ਵਡੇਰੇ', 'ਬਹੁਤੇ', 'ਆਪਣੇ ਤੋਂ ਪਹਿਲੇ']"
ਅਗਲੋ,"['ਬਹੁਤਾ', 'ਬਹੁਤ']"
ਅਗਹ,"['ਜਿਸ ਨੂੰ ਮਾਇਆ ਗ੍ਰਸ ਨਹੀਂ ਸਕਦੀ', 'ਅ-ਗਹ', 'ਅਥਾਹ', 'ਜੋ ਪਕੜ ਤੋਂ ਪਰੇ ਹੈ', '{ਅ-ਗਹ} ਨਾਹ ਫੜਿਆ ਜਾਣ ਵਾਲਾ', 'ਜੋ ਪਹੁੰਚ ਤੋਂ ਪਰੇ ਹੈ', 'ਅਪਹੁੰਚ', 'ਹੇ ਅਥਾਹ!', 'ਹੇ ਅਥਾਹ ਪ੍ਰਭੂ!', 'ਹੇ ਅਗਾਹ!', '{ਅ-ਗਹ} ਜਿਹੜਾ ਪਕੜ ਵਿਚ ਨਾਹ ਆ ਸਕੇ']"
ਅਗਹ ਗਹਣੁ,['ਪਹੁੰਚ ਤੋਂ ਪਰੇ ਜੋ ਹਰੀ ਹੈ ਉਸ ਤਾਈਂ ਪਹੁੰਚ ਵਾਲਾ']
ਅਗਹ ਨਾਮੁ,['ਅਪਹੁੰਚ ਹਰੀ ਦਾ ਨਾਮ']
ਅਗਹੁ,"['ਪਹਿਲਾਂ', '{ਅ-ਗਹੁ} ਜੋ ਪਕੜ ਤੋਂ ਪਰੇ ਹੈ', 'ਅਗਲੇ ਪਾਸਿਓਂ', 'ਜਿਸ ਤਾਈਂ ਪਹੁੰਚ ਨਾਹ ਹੋ ਸਕੇ']"
ਅਗਹੁ ਪਿਛਹੁ,['ਚੰਗੀ ਤਰ੍ਹਾਂ']
ਅਗਹੂਚਾ,"['ਇਤਨਾ ਉੱਚਾ ਕਿ ਉਸ ਤਕ ਅੱਪੜਿਆ ਨਹੀਂ ਜਾ ਸਕਦਾ', 'ਅਗਹ-ਊਚਾ']"
ਅਗਾਇਆ,['ਮਾਇਆ ਵਲੋਂ ਰੱਜ ਜਾਂਦਾ ਹੈ']
ਅਗਾਜਾ,"['ਪੂਰਾ ਪ੍ਰਭਾਵ ਪਾਂਦੀ ਹੈ', 'ਚੌਹੀਂ ਪਾਸੀਂ ਗੱਜਦਾ', 'ਗੱਜ ਪਈ']"
ਅਗਾਜਿ,['ਪ੍ਰਤੱਖ ਤੌਰ ਤੇ']
ਅਗਾਜੇ,"['ਗੱਜ ਰਹੇ ਹਨ', 'ਜ਼ੋਰ ਨਾਲ ਵੱਜ ਰਹੇ ਹਨ']"
ਅਗਾਧ,['ਅਥਾਹ']
ਅਗਾਧਿ,"['ਬੇਅੰਤ ਡੂੰਘਾ', 'ਅਗਾਧ ਵਿਚ', 'ਅਥਾਹ ਪ੍ਰਭੂ', 'ਅਥਾਹ', 'ਹੇ ਅਥਾਹ ਹਰੀ!', 'ਬਹੁਤ ਹੀ ਡੂੰਘਾ', 'ਹੇ ਅਥਾਹ!', 'ਡੂੰਘੀ']"
ਅਗਾਧਿ ਬੋਧ,"['ਉਹ ਪ੍ਰਭੂ ਜਿਸ ਦੇ ਸਰੂਪ ਦੀ ਸਮਝ ਜੀਵਾਂ ਵਾਸਤੇ ਅਥਾਹ ਹੈ', 'ਜਿਸ ਦਾ ਬੋਧ ਅਗਾਧ ਹੈ', 'ਅਥਾਹ ਗਿਆਨ ਦਾ ਮਾਲਕ']"
ਅਗਾਧਿ ਬੋਧਿ,"['ਬੋਧ ਵਿਚ ਅਗਾਧ', 'ਸਮਝ ਲਈ ਅਥਾਹ', 'ਮਨੁੱਖੀ ਸਮਝ ਤੋਂ ਪਰੇ ਅਥਾਹ', 'ਉਹ ਜਿਸ ਦੀ ਹਸਤੀ ਬਾਰੇ ਬੋਧ ਅਥਾਹ ਹੈ', 'ਮਨੁੱਖ ਦੀ ਸਮਝ ਤੋਂ ਪਰੇ', 'ਅਥਾਹ ਬੋਧ ਵਾਲਾ', 'ਜਿਸ ਦੇ ਪੂਰਨ ਸਰੂਪ ਦਾ ਸਹੀ ਗਿਆਨ ਨਹੀਂ ਹੋ ਸਕਦਾ', 'ਇਤਨਾ ਡੂੰਘਾ ਕਿ ਮਨੁੱਖ ਦੀ ਸਮਝ ਅੰਦਾਜ਼ਾ ਨਾਹ ਲਾ ਸਕੇ']"
ਅਗਾਧਿਓ,['ਅਥਾਹ']
ਅਗਾਧੇ,['ਅਥਾਹ']
ਅਗਾਧੋ,['ਅਥਾਹ']
ਅਗਾਮਾ,"['ਅਮੋਲਕ', 'ਅਪਹੁੰਚ']"
ਅਗਾਮੀ,['ਅਗਾਧ']
ਅਗਾਮੰ,['ਅਗੰਮ ਪ੍ਰਭੂ']
ਅਗਾਸ,['ਅਕਾਸ਼']
ਅਗਾਹ,"['ਡੂੰਘੇ', 'ਅਥਾਹ', 'ਅਗਾਧ', 'ਜੋ ਪਕੜਿਆ ਨਾਹ ਜਾ ਸਕੇ', 'ਬਹੁਤ ਡੂੰਘੀ', 'ਜੋ ਗਾਹਿਆ ਨਾਹ ਜਾ ਸਕੇ', 'ਜਿਸ ਦੀ ਡੂੰਘਾਈ ਨਾਹ ਲੱਭ ਸਕੇ']"
ਅਗਾਹਾ,['ਅਥਾਹ']
ਅਗਾਹਿ,['ਅਗਾਧ']
ਅਗਾਹੁ,"['ਅਗਾਧ', 'ਡੂੰਘੇ ਜਿਗਰੇ ਵਾਲਾ', 'ਬਹੁਤ ਹੀ ਡੂੰਘਾ', 'ਅਥਾਹ']"
ਅਗਿ,"['{ਇਸ ਲਫ਼ਜ਼ ਦਾ ਜੋੜ ਧਿਆਨ-ਜੋਗ ਹੈ, ਸਦਾ ‘ ਿ ’ -ਅੰਤ ਹੈ, ਅਸਲ ਲਫ਼ਜ਼ ਸੰਸਕ੍ਰਿਤ ਦਾ ‘ਅਗਨਿ’ ਹੈ, ਇਸ ਤੋਂ ਪ੍ਰਾਕ੍ਰਿਤ-ਰੂਪ ‘ਅਗਿ’ ਹੈ}', 'ਅੱਗ', 'ਅੱਗ {ਇਸ ਲਫ਼ਜ਼ ਦਾ ਜੋੜ ਸਦਾ ਿ-ਅੰਤ ਹੈ}']"
ਅਗਿਆਨ,"['ਮੂਰਖਤਾ', 'ਗਿਆਨ ਦੀ ਅਣਹੋਂਦ', 'ਆਤਮਕ ਜੀਵਨ ਵਲੋਂ ਬੇਸਮਝੀ', 'ਗਿਆਨ-ਹੀਣ', 'ਗਿਆਨ-ਹੀਨਤਾ', 'ਆਤਮਕ ਜੀਵਨ ਦੀ ਸੂਝ ਤੋਂ ਸੱਖਣੇ', 'ਪਰਮਾਤਮਾ ਨਾਲ ਡੂੰਘੀ ਜਾਣ-ਪਛਾਣ ਦੀ ਅਣਹੋਂਦ', 'ਆਤਮਕ ਜੀਵਨ ਵਲੋਂ ਬੇ-ਸਮਝ', 'ਬੇ-ਸਮਝੀ', 'ਆਤਮਕ ਜੀਵਨ ਵਲੋਂ ਬੇ-ਸਮਝੀ']"
ਅਗਿਆਨ ਅੰਧੇਰੁ,['ਆਤਮਕ ਜੀਵਨ ਵਲੋਂ ਬੇ-ਸਮਝੀ ਦਾ ਹਨੇਰਾ']
ਅਗਿਆਨ ਗੁਬਾਰੇ,['ਆਤਮਕ ਜੀਵਨ ਵਲੋਂ ਬੇ-ਸਮਝੀ ਦਾ ਘੁੱਪ ਹਨੇਰਾ']
ਅਗਿਆਨ ਬਿਨਾਸਨ,['ਹੇ ਅਗਿਆਨ ਨਾਸ ਕਰਨ ਵਾਲੇ!']
ਅਗਿਆਨ ਭੰਜਨੁ,['ਅਗਿਆਨ ਦਾ ਨਾਸ ਕਰਨ ਵਾਲਾ']
ਅਗਿਆਨ ਮਤੀ,"['ਬੇ-ਸਮਝੀ', 'ਉਹ ਮਨੁੱਖ ਜਿਸ ਦੀ ਮਤਿ ਆਤਮਕ ਜੀਵਨ ਵਲੋਂ ਕੋਰੀ ਹੈ']"
ਅਗਿਆਨਤਾ,['ਆਤਮਕ ਜੀਵਨ ਵਲੋਂ ਬੇ-ਸਮਝੀ']
ਅਗਿਆਨਥ,['ਹੇ ਅਗਿਆਨੀ!']
ਅਗਿਆਨਾ,"['ਹੇ ਗਿਆਨ-ਹੀਣ!', 'ਆਤਮਕ ਜੀਵਨ ਦੀ ਸੂਝ ਤੋਂ ਸੱਖਣੇ', 'ਅੰਞਾਣਪੁਣਾ']"
ਅਗਿਆਨਿ,"['ਗਿਆਨ-ਹੀਨਤਾ ਦੇ ਕਾਰਨ', 'ਅੱਗਿਆਨਤਾ ਵਿਚ', 'ਗਿਆਨ-ਹੀਣ ਮਨੁੱਖ ਨੂੰ', 'ਆਤਮਕ ਜੀਵਨ ਵਲੋਂ ਬੇ-ਸਮਝੀ ਵਿਚ', 'ਅਗਿਆਨ ਵਿਚ', 'ਅਗਿਆਨ ਦੇ ਕਾਰਨ', 'ਆਤਮਕ ਜੀਵਨ ਵਲੋਂ ਬੇ-ਸਮਝੀ ਦੇ ਕਾਰਨ']"
ਅਗਿਆਨੀ,"['ਮੂਰਖ', 'ਹੇ ਮੂਰਖ!', 'ਆਤਮਕ ਜੀਵਨ ਤੋਂ ਬੇ-ਸਮਝ', 'ਮੂੜ੍ਹ', 'ਬੇ-ਸਮਝ ਮਨੁੱਖ', 'ਜਾਹਿਲ', 'ਆਤਮਕ ਜੀਵਨ ਦੀ ਸੂਝ ਤੋਂ ਸੱਖਣੇ', 'ਆਤਮਕ ਜੀਵਨ ਵਲੋਂ ਬੇ-ਸਮਝ', 'ਹੇ ਬੇ-ਸਮਝ!', 'ਆਤਮਕ ਜੀਵਨ ਵਲੋਂ ਬੇ-ਸਮਝ ਬੰਦੇ', 'ਬੇ-ਸਮਝ', 'ਆਤਮਕ ਜੀਵਨ ਦੀ ਸੂਝ ਤੋਂ ਸੱਖਣਾ', 'ਅਗਿਆਨ ਵਿਚ']"
ਅਗਿਆਨੁ,"['ਵਿਚਾਰ-ਹੀਣ', 'ਆਤਮਕ ਜੀਵਨ ਵਲੋਂ ਕੋਰਾ-ਪਨ', 'ਆਤਮਕ ਜੀਵਨ ਤੋਂ ਬੇ-ਸਮਝੀ', 'ਅ+ਗਿਆਨੁ', 'ਗਿਆਨ-ਹੀਣ', 'ਗਿਆਨ ਹੀਨ ਮਨੁੱਖ', 'ਜਾਹਿਲ', 'ਆਤਮਕ ਜੀਵਨ ਦੀ ਸੂਝ ਤੋਂ ਸੱਖਣਾ', 'ਬੇ-ਸਮਝੀ', 'ਆਤਮਕ ਜੀਵਨ ਵਲੋਂ ਬੇ-ਸਮਝੀ']"
ਅਗੀ,"['ਅੱਗ', 'ਅੱਗਾਂ ਨਾਲ', 'ਗਰਮੀਆਂ ਵਿਚ ਸੂਰਜ ਦੀ ਤਪਦੀ ਧੁੱਪ ਤੇ ਸੇਕ']"
ਅਗੀ ਸੇਤੀ,['ਅੱਗ ਨਾਲ']
ਅਗੇ,"['ਵਿਕਾਰਾਂ ਦੀ ਅੱਗ ਵਿਚ', 'ਅੱਗ ਵਿਚ']"
